Running current:
  java  -jar  build/libs/freerouting-current-executable.jar  -de  fixtures/Issue508-DAC2020_bm01.dsn  -do  tmp-compare/gate-bm01-reordered-current.ses  --gui.enabled=false  --api_server.enabled=false  --mcp_server.enabled=false  --router.fanout.enabled=true  --router.optimizer.enabled=false  --router.max_passes=5  --router.max_threads=1  --router.job_timeout=00:02:00  --logging.console.level=INFO  -da
2026-07-01 08:38:10.517 INFO   Freerouting v2.2.5-SNAPSHOT (build-date: 2026-07-01)
2026-07-01 08:38:12.085 INFO   New version available: v2.2.4
2026-07-01 08:38:12.085 INFO   [0E3345\3445C4] Job '0E3345\3445C4' started at 2026-07-01T15:38:12.085382368Z.
2026-07-01 08:38:12.152 INFO   [0E3345\3445C4] Adaptive fanout routing enabled; testing pin orders: distance_to_closest_on_net, inner_first, outer_first.
2026-07-01 08:38:12.160 INFO   [0E3345\3445C4] Adaptive fanout candidate 'distance_to_closest_on_net' started.
2026-07-01 08:38:12.176 INFO   [0E3345\3445C4] Fanout stage started on board '27aca90e51a5f771e5bb80fa9761a1e1' with 187 of 212 SMD pins needing fanout (0 already connected, 25 netless).
2026-07-01 08:38:14.218 INFO   [0E3345\3445C4] Fanout pass #1 on board '46445ef2b9b34e0d73e5e3b02b5cc542' completed in 2.01 seconds with 183 SMD pins fanouted, 1 not routed, 0 insert errors, +120 extra vias (0 SMD pins still to check in pass, ripup costs=100).
2026-07-01 08:38:14.546 INFO   [0E3345\3445C4] Fanout pass #2 on board '825079e6b8596af4f5a57c26dcb0911f' completed in 0.32 seconds with 20 SMD pins fanouted, 0 not routed, 0 insert errors, +11 extra vias (0 SMD pins still to check in pass, ripup costs=200).
2026-07-01 08:38:14.668 INFO   [0E3345\3445C4] Fanout pass #3 on board '2074182b5dae9fa1881d099b37999301' completed in 0.11 seconds with 5 SMD pins fanouted, 0 not routed, 0 insert errors, +1 extra via (0 SMD pins still to check in pass, ripup costs=300).
2026-07-01 08:38:14.766 INFO   [0E3345\3445C4] Fanout pass #4 on board 'f9f4b667edade836b452d9b36a532f27' completed in 0.09 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=400).
2026-07-01 08:38:14.860 INFO   [0E3345\3445C4] Fanout pass #5 on board '87c69b721ba813d46fe8239e3393edee' completed in 0.09 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=500).
2026-07-01 08:38:14.977 INFO   [0E3345\3445C4] Fanout pass #6 on board '91b24138057f9975ddb9ac9189c63c43' completed in 0.11 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=600).
2026-07-01 08:38:15.062 INFO   [0E3345\3445C4] Fanout pass #7 on board 'a92a8a095b11db6d1c71142964884526' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=700).
2026-07-01 08:38:15.153 INFO   [0E3345\3445C4] Fanout pass #8 on board '2d08ec59800f028c2e0f4708ea5092da' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=800).
2026-07-01 08:38:15.238 INFO   [0E3345\3445C4] Fanout pass #9 on board '53a34ecb9f7078a7cf72ed357984f3b0' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=900).
2026-07-01 08:38:15.323 INFO   [0E3345\3445C4] Fanout pass #10 on board '5a5744c037c2b3eb88420519440b057f' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1000).
2026-07-01 08:38:15.407 INFO   [0E3345\3445C4] Fanout pass #11 on board 'd9e7bc153dd6bfba51100eea0839008b' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1100).
2026-07-01 08:38:15.492 INFO   [0E3345\3445C4] Fanout pass #12 on board 'dcd503cbd66c8d4cc827130950c2a3bb' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1200).
2026-07-01 08:38:15.581 INFO   [0E3345\3445C4] Fanout pass #13 on board '8648fde26202ec3169617b6917a52089' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1300).
2026-07-01 08:38:15.666 INFO   [0E3345\3445C4] Fanout pass #14 on board '2bdf7549b3e30e97d63cc45472b21d12' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1400).
2026-07-01 08:38:15.754 INFO   [0E3345\3445C4] Fanout pass #15 on board '72303c649529da2b6dfd97dc858bdac4' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1500).
2026-07-01 08:38:15.836 INFO   [0E3345\3445C4] Fanout pass #16 on board '358710c7aceaac9a0971bc5a77640f5d' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1600).
2026-07-01 08:38:15.920 INFO   [0E3345\3445C4] Fanout pass #17 on board 'ac454cd66ee54405e70379765d7ab84b' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1700).
2026-07-01 08:38:16.008 INFO   [0E3345\3445C4] Fanout pass #18 on board '4680f8ba0fe4f787fca5b3131d800014' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1800).
2026-07-01 08:38:16.096 INFO   [0E3345\3445C4] Fanout pass #19 on board '7187022c96fc915f80105728275626ad' completed in 0.08 seconds with 3 SMD pins fanouted, 0 not routed, 0 insert errors, +0 extra vias (0 SMD pins still to check in pass, ripup costs=1900).
